clk,posX,posY,BodPosX,BodPosY
0,0.06684587122268226,0,100,0
31,0.0668458584245083,0.00004146515973186458,100,0
62,0.06684582002999036,0.00008293030358605921,100,0
93,0.06684575603914371,0.00012439541568492037,100,0
124,0.0668456664519932,0.00016586048015079707,100,0
155,0.06684555126857365,0.00020732548110605762,100,0
186,0.0668454104889298,0.00024879040267309537,100,0
217,0.06684524411311633,0.0002902552289743356,100,0
248,0.06684505214119794,0.00033171994413224186,100,0
279,0.06684483457324915,0.00037318453226932175,100,0
310,0.0668445914093545,0.00041464897750813384,100,0
341,0.0668443226496085,0.00045611326397129395,100,0
372,0.06684402829411555,0.000497577375781481,100,0
403,0.06684370834299001,0.0005390412970614442,100,0
434,0.06684336279635618,0.0005805050119340084,100,0
465,0.06684299165434832,0.0006219685045220812,100,0
496,0.06684259491711064,0.0006634317589486595,100,0
527,0.06684217258479726,0.0007048947593368346,100,0
558,0.06684172465757227,0.0007463574898097997,100,0
589,0.06684125113560971,0.0007878199344908564,100,0
620,0.06684075201909355,0.0008292820775034196,100,0
651,0.0668402273082177,0.0008707439029710252,100,0
682,0.06683967700318603,0.0009122053950173368,100,0
713,0.06683910110421233,0.0009536665377661495,100,0
744,0.06683849961152034,0.0009951273153413996,100,0
775,0.0668378725253438,0.0010365877118671692,100,0
806,0.0668372198459263,0.0010780477114676922,100,0
837,0.06683654157352145,0.001119507298267361,100,0
868,0.06683583770839276,0.0011609664563907334,100,0
899,0.06683510825081368,0.0012024251699625386,100,0
930,0.0668343532010676,0.0012438834231076829,100,0
961,0.06683357255944794,0.001285341199951258,100,0
992,0.06683276632625797,0.001326798484618545,100,0
1023,0.0668319345018109,0.0013682552612350218,100,0
1054,0.06683107708642991,0.0014097115139263695,100,0
1085,0.06683019408044814,0.001451167226818478,100,0
1116,0.06682928548420866,0.0014926223840374538,100,0
1147,0.06682835129806447,0.0015340769697096259,100,0
1178,0.0668273915223785,0.00157553096796155,100,0
1209,0.0668264061575237,0.0016169843629200195,100,0
1240,0.06682539520388285,0.0016584371387120653,100,0
1271,0.06682435866184869,0.0016998892794649685,100,0
1302,0.06682329653182402,0.001741340769306264,100,0
1333,0.06682220881422145,0.001782791592363745,100,0
1364,0.06682109550946357,0.0018242417327654727,100,0
1395,0.06681995661798294,0.0018656911746397812,100,0
1426,0.06681879214022204,0.0019071399021152828,100,0
1457,0.06681760207663326,0.0019485878993208763,100,0
1488,0.066816386427679,0.001990035150385752,100,0
1519,0.06681514519383153,0.0020314816394393993,100,0
1550,0.0668138783755731,0.00207292735061161,100,0
1581,0.0668125859733959,0.0021143722680324896,100,0
1612,0.06681126798780201,0.00215581637583246,100,0
1643,0.06680992441930354,0.0021972596581422647,100,0
1674,0.06680855526842247,0.002238702099092979,100,0
1705,0.06680716053569072,0.002280143682816015,100,0
1736,0.06680574022165017,0.0023215843934431273,100,0
1767,0.06680429432685266,0.0023630242151064175,100,0
1798,0.06680282285185991,0.002404463131938345,100,0
1829,0.06680132579724361,0.002445901128071729,100,0
