clk,posX,posY,BodPosX,BodPosY
314475,98.97611425091667,13.870014616378286,0,0
320282,99.00509144302667,14.179588407190614,0,0
326089,99.03346990251994,14.48907644770584,0,0
331896,99.06125075697474,14.79847705637671,0,0
337703,99.08843514005866,15.10778856056343,0,0
343510,99.1150241914457,15.417009296548406,0,0
349317,99.14101905673346,15.726137609550342,0,0
355124,99.1664208873607,16.03517185373723,0,0
360931,99.19123084052481,16.344110392238843,0,0
366738,99.21545007910017,16.652951597158435,0,0
372545,99.2390797715557,16.961693849583483,0,0
378352,99.26212109187374,17.270335539595944,0,0
384159,99.2845752194684,17.578875066281704,0,0
389966,99.30644333910466,17.88731083773911,0,0
395773,99.3277266408174,18.195641271086956,0,0
401580,99.34842631983076,18.503864792471745,0,0
407387,99.36854357647809,18.811979837074098,0,0
413194,99.38807961612163,19.1199848491146,0,0
419001,99.40703564907304,19.42787828185895,0,0
424808,99.42541289051383,19.73565859762212,0,0
430615,99.44321256041626,20.043324267772253,0,0
436422,99.46043588346447,20.350873772733575,0,0
442229,99.47708408897617,20.6583056019888,0,0
448036,99.4931584108241,20.965618254080734,0,0
453843,99.50866008735841,21.272810236613164,0,0
459650,99.52359036132908,21.579880066251377,0,0
465457,99.53795047980871,21.886826268721748,0,0
471264,99.55174169411553,22.193647378810798,0,0
477071,99.56496525973701,22.500341940363572,0,0
482878,99.57762243625363,22.80690850628142,0,0
488685,99.58971448726308,23.113345638519128,0,0
494492,99.60124268030478,23.419651908081512,0,0
500299,99.61220828678478,23.725825895019252,0,0
506106,99.62261258190094,24.031866188424218,0,0
511913,99.63245684456878,24.337771386424226,0,0
517720,99.6417423573473,24.643540096177173,0,0
523527,99.65047040636541,24.949170933864437,0,0
529334,99.65864228124883,25.254662524684083,0,0
535141,99.6662592750471,25.560013502843084,0,0
540948,99.6733226841612,25.86522251154921,0,0
546755,99.67983380827157,26.1702882030022,0,0
552562,99.68579395026632,26.47520923838472,0,0
558369,99.69120441617017,26.779984287852383,0,0
564176,99.69606651507344,27.08461203052342,0,0
569983,99.70038155906182,27.38909115446783,0,0
575790,99.70415086314613,27.693420356695974,0,0
581597,99.70737574519283,27.997598343146684,0,0
587404,99.71005752585496,28.301623828674796,0,0
593211,99.71219752850317,28.605495537038273,0,0
599018,99.71379707915752,28.90921220088484,0,0
604825,99.71485750641948,29.212772561737914,0,0
610632,99.71538014140461,29.516175369982435,0,0
616439,99.71536631767539,29.819419384849805,0,0
622246,99.71481737117463,30.122503374402843,0,0
628053,99.7137346401593,30.42542611551964,0,0
633860,99.71211946513475,30.72818639387766,0,0
639667,99.70997318878962,31.030783003936882,0,0
645474,99.70729715593072,31.333214748922735,0,0
651281,99.70409271341875,31.635480440808486,0,0
657088,99.70036121010438,31.937578900297403,0,0
662895,99.69610399676466,32.23950895680411,0,0
668702,99.69132242604,32.5412694484361,0,0
674509,99.68601785237159,32.84285922197425,0,0
680316,99.6801916319392,33.144277132853354,0,0
686123,99.67384512259937,33.445522045142006,0,0
691930,99.66697968382452,33.74659283152232,0,0
697737,99.65959667664163,34.04748837326897,0,0
703544,99.6516974635724,34.34820756022835,0,0
709351,99.6432834085731,34.648749290796665,0,0
715158,99.63435587697519,34.949112471898424,0,0
720965,99.62491623542651,35.24929601896393,0,0
726772,99.61496585183255,35.54929885590684,0,0
732579,99.60450609529866,35.849119915101184,0,0
738386,99.5935383360723,36.14875813735814,0,0
744193,99.58206394548606,36.44821247190241,0,0
750000,99.57008429590087,36.74748187634837,0,0
755807,99.55760076065006,37.04656531667573,0,0
761614,99.54461471398338,37.345461767205066,0,0
767421,99.53112753101196,37.64417021057306,0,0
773228,99.5171405876534,37.942689637707126,0,0
779035,99.5026552605775,38.24101904780017,0,0
784842,99.48767292715246,38.5391574482849,0,0
790649,99.47219496539132,38.83710385480756,0,0
796456,99.45622275389927,39.13485729120188,0,0
802263,99.43975767182101,39.43241678946247,0,0
808070,99.42280109878882,39.72978138971798,0,0
813877,99.40535441487103,40.02695014020402,0,0
819684,99.38741900052095,40.32392209723592,0,0
825491,99.36899623652626,40.62069632518102,0,0
831298,99.35008750395893,40.91727189643095,0,0
837105,99.33069418412539,41.21364789137362,0,0
842912,99.3108176585175,41.50982339836484,0,0
848719,99.29045930876364,41.80579751369987,0,0
854526,99.26962051658059,42.101569341584785,0,0
860333,99.24830266372543,42.397137994107354,0,0
866140,99.22650713194842,42.69250259120801,0,0
871947,99.204235302946,42.98766226065058,0,0
877754,99.18148855831429,43.2826161379926,0,0
883561,99.1582682795031,43.5773633665557,0,0
889368,99.13457584777036,43.87190309739561,0,0
895175,99.11041264413717,44.16623448927203,0,0
900982,99.08578004934294,44.46035670861852,0,0
906789,99.06067944380129,44.75426892951178,0,0
912596,99.03511220755645,45.04797033364132,0,0
918403,99.00907972023971,45.341460110278476,0,0
924210,98.98258336102681,45.63473745624553,0,0
930017,98.9556245085954,45.927801575884665,0,0
935824,98.92820454108318,46.22065168102673,0,0
941631,98.90032483604628,46.51328699095969,0,0
947438,98.87198677041836,46.80570673239745,0,0
953245,98.8431917204699,47.09791013944782,0,0
959052,98.81394106176795,47.38989645358104,0,0
964859,98.78423616913649,47.68166492359768,0,0
970666,98.75407841661716,47.9732148055967,0,0
976473,98.72346917743016,48.264545362943394,0,0
982280,98.69240982393609,48.555655866236954,0,0
988087,98.66090172759786,48.84654559327818,0,0
993894,98.62894625894293,49.13721382903722,0,0
999701,98.59654478752638,49.42765986562074,0,0
1005508,98.56369868189412,49.71788300223925,0,0
1011315,98.53040930954651,50.007882545174795,0,0
1017122,98.49667803690267,50.29765780774766,0,0
1022929,98.46250622926478,50.58720811028363,0,0
1028736,98.42789525078317,50.876532780081085,0,0
1034543,98.39284646442175,51.165631151377795,0,0
1040350,98.35736123192378,51.454502565317995,0,0
1046157,98.32144091377788,51.743146369918904,0,0
1051964,98.28508686918497,52.03156192003781,0,0
1057771,98.24830045602502,52.319748577338444,0,0
1063578,98.21108303082472,52.60770571025791,0,0
1069385,98.17343594872499,52.89543269397302,0,0
1075192,98.13536056344955,53.18292891036693,0,0
1080999,98.09685822727337,53.470193747995715,0,0
1086806,98.05793029099189,53.75722660205464,0,0
1092613,98.0185781038901,54.044026874344674,0,0
1098420,97.97880301371274,54.33059397323892,0,0
1104227,97.93860636663423,54.616927313649015,0,0
1110034,97.89798950722965,54.903026316991244,0,0
1115841,97.8569537784452,55.18889041115297,0,0
1121648,97.81550052157006,55.474519030459035,0,0
1127455,97.77363107620786,55.759911615637805,0,0
1133262,97.73134678024908,56.045067613787616,0,0
1139069,97.68864896984314,56.32998647834289,0,0
1144876,97.64553897937184,56.61466766904044,0,0
1150683,97.60201814142212,56.899110651885664,0,0
1156490,97.55808778676008,57.18331489911897,0,0
1162297,97.51374924430486,57.4672798891816,0,0
1168104,97.46900384110278,57.75100510668229,0,0
1173911,97.42385290230251,58.03449004236336,0,0
1179718,97.37829775112976,58.3177341930668,0,0
1185525,97.3323397088631,58.60073706170084,0,0
1191332,97.28598009480943,58.88349815720622,0,0
1197139,97.23922022628042,59.16601699452202,0,0
1202946,97.1920614185688,59.44829309455278,0,0
1208753,97.14450498492549,59.730325984134126,0,0
1214560,97.09655223653651,60.01211519599962,0,0
1220367,97.04820448250084,60.29366026874681,0,0
1226174,96.99946302980807,60.57496074680406,0,0
1231981,96.95032918331688,60.85601618039671,0,0
1237788,96.90080424573338,61.13682612551377,0,0
1243595,96.85088951759016,61.41739014387423,0,0
1249402,96.80058629722552,61.697707802894016,0,0
1255209,96.74989588076303,61.9777786756523,0,0
1261016,96.69881956209144,62.25760234085843,0,0
1266823,96.64735863284491,62.53717838281836,0,0
1272630,96.59551438238348,62.81650639140175,0,0
1278437,96.5432880977742,63.095585962008506,0,0
1284244,96.49068106377183,63.37441669553595,0,0
1290051,96.4376945628009,63.65299819834542,0,0
1295858,96.38432987493714,63.93133008222967,0,0
1301665,96.33058827788967,64.20941196437948,0,0
1307472,96.27647104698364,64.48724346735125,0,0
1313279,96.22197945514272,64.76482421903373,0,0
1319086,96.16711477287213,65.04215385261566,0,0
1324893,96.11187826824228,65.3192320065528,0,0
1330700,96.05627120687197,65.59605832453549,0,0
1336507,96.00029485191271,65.87263245545589,0,0
1342314,95.94395046403281,66.14895405337583,0,0
1348121,95.88723930140172,66.42502277749416,0,0
1353928,95.83016261967505,66.70083829211465,0,0
1359735,95.7727216719796,66.97640026661352,0,0
1365542,95.71491770889865,67.2517083754073,0,0
1371349,95.65675197845775,67.52676229792094,0,0
1377156,95.59822572611051,67.80156171855572,0,0
1382963,95.53934019472496,68.07610632665717,0,0
1388770,95.48009662456971,68.35039581648361,0,0
1394577,95.42049625330115,68.62442988717403,0,0
1400384,95.36054031595006,68.89820824271666,0,0
1406191,95.30023004490918,69.17173059191727,0,0
1411998,95.23956666992053,69.44499664836783,0,0
1417805,95.17855141806334,69.71800613041515,0,0
1423612,95.11718551374213,69.99075876112937,0,0
1429419,95.05547017867494,70.26325426827302,0,0
1435226,94.99340663188201,70.53549238426977,0,0
1441033,94.93099608967444,70.80747284617351,0,0
1446840,94.86823976564347,71.07919539563736,0,0
